study,trial_name,year,cultivar,location,lat,lon,state,commercial,group,ai,block,sev,yld,rust
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys + UG,,FLUI+PROT+MANC,1,18.7,5985,0
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys + UG,,FLUI+PROT+MANC,2,13.3,4481,0
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys + UG,,FLUI+PROT+MANC,3,13.5,5773,0
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys + UG,,FLUI+PROT+MANC,4,15.5,5394,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Fluarys + UG,,FLUI+PROT+MANC,1,27.7,4632,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Fluarys + UG,,FLUI+PROT+MANC,2,28.5,4770,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Fluarys + UG,,FLUI+PROT+MANC,3,26.6,3939,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Fluarys + UG,,FLUI+PROT+MANC,4,26.8,3925,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Fluarys + UG,,FLUI+PROT+MANC,1,11.0,4169,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Fluarys + UG,,FLUI+PROT+MANC,2,11.5,4139,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Fluarys + UG,,FLUI+PROT+MANC,3,10.5,4141,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Fluarys + UG,,FLUI+PROT+MANC,4,11.9,3723,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Fluarys + UG,,FLUI+PROT+MANC,1,6.3,3868,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Fluarys + UG,,FLUI+PROT+MANC,2,3.0,3930,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Fluarys + UG,,FLUI+PROT+MANC,3,4.0,4214,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Fluarys + UG,,FLUI+PROT+MANC,4,2.3,4254,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fluarys + UG,,FLUI+PROT+MANC,1,4.0,4456,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fluarys + UG,,FLUI+PROT+MANC,2,5.0,4608,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fluarys + UG,,FLUI+PROT+MANC,3,5.0,4422,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fluarys + UG,,FLUI+PROT+MANC,4,4.0,4449,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys + UG,,FLUI+PROT+MANC,1,7.0,4717,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys + UG,,FLUI+PROT+MANC,2,9.0,3880,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys + UG,,FLUI+PROT+MANC,3,7.0,4347,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys + UG,,FLUI+PROT+MANC,4,9.0,4451,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Fluarys + UG,,FLUI+PROT+MANC,1,1.8,4338,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Fluarys + UG,,FLUI+PROT+MANC,2,2.2,4489,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Fluarys + UG,,FLUI+PROT+MANC,3,2.4,4407,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Fluarys + UG,,FLUI+PROT+MANC,4,1.6,4409,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Fluarys + UG,,FLUI+PROT+MANC,1,5.5,4275,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Fluarys + UG,,FLUI+PROT+MANC,2,6.0,3972,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Fluarys + UG,,FLUI+PROT+MANC,3,5.0,4154,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Fluarys + UG,,FLUI+PROT+MANC,4,4.5,4022,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Fluarys + UG,,FLUI+PROT+MANC,1,2.0,5618,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Fluarys + UG,,FLUI+PROT+MANC,2,3.1,6072,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Fluarys + UG,,FLUI+PROT+MANC,3,3.6,5456,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Fluarys + UG,,FLUI+PROT+MANC,4,3.0,5311,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys + UG,,FLUI+PROT+MANC,1,10.0,4930,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys + UG,,FLUI+PROT+MANC,2,10.0,4404,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys + UG,,FLUI+PROT+MANC,3,12.5,4969,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys + UG,,FLUI+PROT+MANC,4,10.5,4721,0
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fluarys + UG,,FLUI+PROT+MANC,1,6.1,5311,1
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fluarys + UG,,FLUI+PROT+MANC,2,4.2,4666,1
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fluarys + UG,,FLUI+PROT+MANC,3,3.4,4971,1
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fluarys + UG,,FLUI+PROT+MANC,4,4.3,5176,1
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Fluarys + UG,,FLUI+PROT+MANC,1,13.5,5035,0
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Fluarys + UG,,FLUI+PROT+MANC,2,18.5,4933,0
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Fluarys + UG,,FLUI+PROT+MANC,3,16.0,5064,0
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Fluarys + UG,,FLUI+PROT+MANC,4,15.0,5200,0
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Fluarys + UG,,FLUI+PROT+MANC,1,12.9,3877,1
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Fluarys + UG,,FLUI+PROT+MANC,2,1.1,4232,1
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Fluarys + UG,,FLUI+PROT+MANC,3,3.3,3660,1
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Fluarys + UG,,FLUI+PROT+MANC,4,1.8,3695,1
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys + UG,,FLUI+PROT+MANC,1,7.0,3809,0
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys + UG,,FLUI+PROT+MANC,2,6.0,3821,0
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys + UG,,FLUI+PROT+MANC,3,12.0,3287,0
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys + UG,,FLUI+PROT+MANC,4,15.0,3863,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Fluarys + UG,,FLUI+PROT+MANC,1,14.0,5882,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Fluarys + UG,,FLUI+PROT+MANC,2,15.0,5737,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Fluarys + UG,,FLUI+PROT+MANC,3,14.0,6075,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Fluarys + UG,,FLUI+PROT+MANC,4,15.0,6728,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys + UG,,FLUI+PROT+MANC,1,22.0,3676,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys + UG,,FLUI+PROT+MANC,2,18.0,4111,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys + UG,,FLUI+PROT+MANC,3,21.0,3927,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys + UG,,FLUI+PROT+MANC,4,20.0,3758,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys + UG,,FLUI+PROT+MANC,1,17.0,3623,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys + UG,,FLUI+PROT+MANC,2,17.0,3747,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys + UG,,FLUI+PROT+MANC,3,18.0,3634,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys + UG,,FLUI+PROT+MANC,4,17.0,3688,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys + UG,,FLUI+PROT+MANC,1,19.0,3796,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys + UG,,FLUI+PROT+MANC,2,19.0,3840,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys + UG,,FLUI+PROT+MANC,3,17.0,3897,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys + UG,,FLUI+PROT+MANC,4,17.0,3893,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,Fluarys + UG,,FLUI+PROT+MANC,1,8.7,2054,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,Fluarys + UG,,FLUI+PROT+MANC,2,8.8,2167,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,Fluarys + UG,,FLUI+PROT+MANC,3,8.2,2629,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,Fluarys + UG,,FLUI+PROT+MANC,4,8.6,2177,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Fluarys + UG,,FLUI+PROT+MANC,1,9.8,2466,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Fluarys + UG,,FLUI+PROT+MANC,2,10.3,2560,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Fluarys + UG,,FLUI+PROT+MANC,3,10.0,2577,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Fluarys + UG,,FLUI+PROT+MANC,4,10.6,2012,0
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,15.8,5748,0
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,18.0,4912,0
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,10.5,5485,0
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,14.8,6005,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,31.0,4526,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,27.9,4541,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,27.4,4585,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,26.0,4452,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,13.0,4143,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,12.5,3879,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,11.9,3692,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,12.9,3643,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,1.7,3822,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,2.7,3910,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,2.3,4370,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,3.0,3856,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,4.0,4136,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,3.0,5295,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,2.0,5051,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,3.0,5127,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,12.0,4016,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,9.0,3516,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,8.0,4467,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,8.0,4394,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,6.5,4311,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,7.8,4455,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,6.4,4185,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,7.5,4689,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,11.5,4147,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,13.5,3958,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,11.0,4094,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,12.5,3927,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,2.1,5422,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,3.0,5611,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,3.3,6422,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,5.9,5111,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,11.0,4500,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,12.5,4495,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,11.5,3896,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,13.0,4828,0
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,15.8,5083,1
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,9.8,4783,1
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,11.1,4910,1
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,14.1,5349,1
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,21.0,4858,0
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,15.0,4956,0
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,15.0,4587,0
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,18.5,5047,0
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,8.3,3555,1
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,3.4,3362,1
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,4.0,3874,1
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,3.0,3597,1
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,10.0,4028,0
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,12.0,3154,0
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,9.0,3601,0
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,12.0,3916,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,14.0,5788,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,15.0,5816,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,18.0,6144,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,15.0,6137,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,19.0,4227,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,18.1,4011,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,17.1,3871,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,20.9,4103,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,16.0,3864,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,16.0,3828,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,17.0,4164,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,16.0,4117,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,13.0,4180,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,11.0,3982,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,12.0,3921,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,4,11.0,4134,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,1,9.6,2408,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,2,9.4,2035,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,Fox Xpro,Carboxamide+Triazolinthione+Strobilurin,BIX+PROT+TRIFL,3,9.6,1845,0
