study,trial_name,year,cultivar,location,lat,lon,state,commercial,group,ai,block,sev,yld,rust
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,ADA FF 0090/16,,PROT+MANC,3,2.6,3681,1
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,ADA FF 0090/16,,PROT+MANC,4,1.2,4055,1
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,ADA FF 0090/16,,PROT+MANC,1,8.0,3985,0
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,ADA FF 0090/16,,PROT+MANC,2,10.0,3560,0
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,ADA FF 0090/16,,PROT+MANC,3,9.5,3852,0
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,ADA FF 0090/16,,PROT+MANC,4,14.0,3452,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,ADA FF 0090/16,,PROT+MANC,1,16.0,6115,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,ADA FF 0090/16,,PROT+MANC,2,15.0,6098,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,ADA FF 0090/16,,PROT+MANC,3,18.0,5997,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,ADA FF 0090/16,,PROT+MANC,4,15.0,5526,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,ADA FF 0090/16,,PROT+MANC,1,18.0,4045,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,ADA FF 0090/16,,PROT+MANC,2,18.0,3984,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,ADA FF 0090/16,,PROT+MANC,3,17.0,4097,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,ADA FF 0090/16,,PROT+MANC,4,17.0,3993,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,ADA FF 0090/16,,PROT+MANC,1,16.0,3891,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,ADA FF 0090/16,,PROT+MANC,2,16.5,3864,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,ADA FF 0090/16,,PROT+MANC,3,16.0,3880,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,ADA FF 0090/16,,PROT+MANC,4,17.0,4045,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,ADA FF 0090/16,,PROT+MANC,1,14.0,3861,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,ADA FF 0090/16,,PROT+MANC,2,12.0,4148,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,ADA FF 0090/16,,PROT+MANC,3,13.0,3765,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,ADA FF 0090/16,,PROT+MANC,4,14.0,4084,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,ADA FF 0090/16,,PROT+MANC,1,10.0,2120,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,ADA FF 0090/16,,PROT+MANC,2,9.7,2186,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,ADA FF 0090/16,,PROT+MANC,3,8.6,1965,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,ADA FF 0090/16,,PROT+MANC,4,10.0,2034,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,ADA FF 0090/16,,PROT+MANC,1,11.4,2662,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,ADA FF 0090/16,,PROT+MANC,2,10.1,2810,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,ADA FF 0090/16,,PROT+MANC,3,10.5,2478,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,ADA FF 0090/16,,PROT+MANC,4,10.7,2287,0
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Blavity,,PROT+FLUX,1,8.7,5307,0
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Blavity,,PROT+FLUX,2,13.7,4491,0
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Blavity,,PROT+FLUX,3,11.0,5729,0
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Blavity,,PROT+FLUX,4,16.7,5844,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Blavity,,PROT+FLUX,1,28.1,3774,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Blavity,,PROT+FLUX,2,27.7,4088,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Blavity,,PROT+FLUX,3,27.4,4030,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Blavity,,PROT+FLUX,4,27.5,4460,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Blavity,,PROT+FLUX,1,11.0,4314,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Blavity,,PROT+FLUX,2,10.2,3782,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Blavity,,PROT+FLUX,3,12.2,4036,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Blavity,,PROT+FLUX,4,11.0,3957,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Blavity,,PROT+FLUX,1,2.3,3944,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Blavity,,PROT+FLUX,2,2.3,3744,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Blavity,,PROT+FLUX,3,3.0,3820,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Blavity,,PROT+FLUX,4,3.0,3834,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Blavity,,PROT+FLUX,1,3.0,4731,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Blavity,,PROT+FLUX,2,4.0,4444,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Blavity,,PROT+FLUX,3,3.2,5354,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Blavity,,PROT+FLUX,4,3.2,4899,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Blavity,,PROT+FLUX,1,8.0,4414,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Blavity,,PROT+FLUX,2,12.0,3652,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Blavity,,PROT+FLUX,3,5.0,4232,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Blavity,,PROT+FLUX,4,10.0,4303,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Blavity,,PROT+FLUX,1,4.2,4218,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Blavity,,PROT+FLUX,2,5.3,3861,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Blavity,,PROT+FLUX,3,4.2,4143,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Blavity,,PROT+FLUX,4,4.5,4084,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Blavity,,PROT+FLUX,1,10.5,4221,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Blavity,,PROT+FLUX,2,13.0,3936,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Blavity,,PROT+FLUX,3,9.5,4102,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Blavity,,PROT+FLUX,4,10.0,4026,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Blavity,,PROT+FLUX,1,2.4,5307,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Blavity,,PROT+FLUX,2,3.4,4975,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Blavity,,PROT+FLUX,3,4.5,4733,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Blavity,,PROT+FLUX,4,8.6,5595,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Blavity,,PROT+FLUX,1,4.3,4156,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Blavity,,PROT+FLUX,2,5.0,4247,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Blavity,,PROT+FLUX,3,5.0,4394,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Blavity,,PROT+FLUX,4,5.5,4146,0
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Blavity,,PROT+FLUX,1,11.9,4857,1
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Blavity,,PROT+FLUX,2,16.7,4628,1
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Blavity,,PROT+FLUX,3,16.7,4835,1
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Blavity,,PROT+FLUX,4,16.7,5136,1
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Blavity,,PROT+FLUX,1,16.0,4561,0
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Blavity,,PROT+FLUX,2,16.0,4792,0
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Blavity,,PROT+FLUX,3,18.5,4950,0
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Blavity,,PROT+FLUX,4,22.5,5058,0
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Blavity,,PROT+FLUX,1,5.8,3905,1
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Blavity,,PROT+FLUX,2,1.6,3811,1
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Blavity,,PROT+FLUX,3,4.7,4350,1
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Blavity,,PROT+FLUX,4,2.2,4316,1
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Blavity,,PROT+FLUX,1,8.0,3875,0
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Blavity,,PROT+FLUX,2,14.0,3852,0
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Blavity,,PROT+FLUX,3,10.0,4048,0
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Blavity,,PROT+FLUX,4,18.0,3598,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Blavity,,PROT+FLUX,1,16.0,6004,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Blavity,,PROT+FLUX,2,15.0,5058,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Blavity,,PROT+FLUX,3,16.0,5783,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Blavity,,PROT+FLUX,4,16.0,5721,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Blavity,,PROT+FLUX,1,20.9,3882,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Blavity,,PROT+FLUX,2,24.7,3684,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Blavity,,PROT+FLUX,3,19.0,3533,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Blavity,,PROT+FLUX,4,22.8,3973,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Blavity,,PROT+FLUX,1,17.0,3433,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Blavity,,PROT+FLUX,2,19.0,3890,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Blavity,,PROT+FLUX,3,18.5,3767,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Blavity,,PROT+FLUX,4,18.0,3828,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Blavity,,PROT+FLUX,1,15.0,3796,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Blavity,,PROT+FLUX,2,13.0,3840,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Blavity,,PROT+FLUX,3,13.0,3897,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Blavity,,PROT+FLUX,4,14.0,3893,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,Blavity,,PROT+FLUX,1,9.3,2375,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,Blavity,,PROT+FLUX,2,9.3,1947,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,Blavity,,PROT+FLUX,3,8.5,2243,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,Blavity,,PROT+FLUX,4,9.4,2437,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Blavity,,PROT+FLUX,1,8.9,2620,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Blavity,,PROT+FLUX,2,9.0,2353,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Blavity,,PROT+FLUX,3,8.6,2190,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Blavity,,PROT+FLUX,4,9.1,2388,0
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys,,FLUI+PROT,1,16.7,5316,0
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys,,FLUI+PROT,2,22.3,4593,0
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys,,FLUI+PROT,3,18.7,5319,0
1,AgroCarregal,2021,CD 2728 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys,,FLUI+PROT,4,15.0,5748,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Fluarys,,FLUI+PROT,1,28.6,4419,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Fluarys,,FLUI+PROT,2,26.2,3992,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Fluarys,,FLUI+PROT,3,27.7,4328,0
2,Assist,2021,74178 RSF IPRO,Campo Verde,-15.5454,-55.1655,MT,Fluarys,,FLUI+PROT,4,27.9,3630,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Fluarys,,FLUI+PROT,1,14.0,3914,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Fluarys,,FLUI+PROT,2,13.7,3865,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Fluarys,,FLUI+PROT,3,14.0,3598,0
3,Rural,2021,NS 8338 IPRO,Querência,-12.57,-52.2132,MT,Fluarys,,FLUI+PROT,4,13.9,3823,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Fluarys,,FLUI+PROT,1,8.3,4042,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Fluarys,,FLUI+PROT,2,7.7,3980,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Fluarys,,FLUI+PROT,3,5.0,3666,0
4,Coamo,2021,BS 2606 IPRO,Campo Mourão,-24.046,-52.3838,PR,Fluarys,,FLUI+PROT,4,5.3,4144,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fluarys,,FLUI+PROT,1,4.3,5095,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fluarys,,FLUI+PROT,2,5.0,4505,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fluarys,,FLUI+PROT,3,4.0,4931,0
5,FundRioVerde,2021,M8210 IPRO,Lucas do Rio Verde,-13.0764,-55.9094,MT,Fluarys,,FLUI+PROT,4,5.0,4642,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys,,FLUI+PROT,1,9.0,4476,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys,,FLUI+PROT,2,9.0,4109,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys,,FLUI+PROT,3,9.0,4585,0
6,Proteplan,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys,,FLUI+PROT,4,9.0,3812,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Fluarys,,FLUI+PROT,1,5.2,4427,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Fluarys,,FLUI+PROT,2,6.3,4014,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Fluarys,,FLUI+PROT,3,4.4,4427,0
7,Agro_CNP,2021,TMG 2181 IPRO,Campo Novo do Parecis,-13.6757,-57.8872,MT,Fluarys,,FLUI+PROT,4,5.3,3856,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Fluarys,,FLUI+PROT,1,16.0,4121,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Fluarys,,FLUI+PROT,2,16.0,3973,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Fluarys,,FLUI+PROT,3,15.0,4244,0
8,Agro_DEC,2021,TMG 2181 IPRO,Deciolândia,-14.1838,-57.5066,MT,Fluarys,,FLUI+PROT,4,14.5,3833,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Fluarys,,FLUI+PROT,1,8.1,4771,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Fluarys,,FLUI+PROT,2,2.6,4695,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Fluarys,,FLUI+PROT,3,4.1,5605,0
9,Meta,2021,TMG 2383 IPRO,Canarana,-13.5392,-52.1636,MT,Fluarys,,FLUI+PROT,4,4.9,5426,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys,,FLUI+PROT,1,13.5,4034,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys,,FLUI+PROT,2,16.0,4451,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys,,FLUI+PROT,3,16.0,4209,0
10,UniRV,2021,DM73i75 IPRO,Rio Verde,-17.7972,-50.9,GO,Fluarys,,FLUI+PROT,4,13.5,4516,0
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fluarys,,FLUI+PROT,1,22.9,4451,1
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fluarys,,FLUI+PROT,2,22.5,4959,1
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fluarys,,FLUI+PROT,3,24.0,4885,1
11,Phytus,2021,CD 2728 IPRO,Planaltina,-15.4839,-47.6393,DF,Fluarys,,FLUI+PROT,4,22.4,5152,1
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Fluarys,,FLUI+PROT,1,27.5,4219,0
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Fluarys,,FLUI+PROT,2,21.0,4678,0
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Fluarys,,FLUI+PROT,3,17.5,4893,0
12,FunChapadao,2021,DM 75i76 IPRO,Chapadão do Sul,-18.7789,-52.6165,MS,Fluarys,,FLUI+PROT,4,18.5,4711,0
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Fluarys,,FLUI+PROT,1,7.8,3561,1
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Fluarys,,FLUI+PROT,2,11.0,3062,1
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Fluarys,,FLUI+PROT,3,9.9,3258,1
13,CVerde,2021,C2827 IPRO,Luís Eduardo Magalhães,-12.0994,-45.7983,BA,Fluarys,,FLUI+PROT,4,2.8,3153,1
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys,,FLUI+PROT,1,10.0,4046,0
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys,,FLUI+PROT,2,27.0,3671,0
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys,,FLUI+PROT,3,12.0,3136,0
14,FMT_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys,,FLUI+PROT,4,18.0,3690,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Fluarys,,FLUI+PROT,1,15.0,5768,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Fluarys,,FLUI+PROT,2,15.0,5333,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Fluarys,,FLUI+PROT,3,16.0,6097,0
15,FMT_Sapezal,2021,8579 RSF IPRO,Sapezal,-12.9894,-58.7645,MT,Fluarys,,FLUI+PROT,4,15.0,5404,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys,,FLUI+PROT,1,18.0,3691,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys,,FLUI+PROT,2,19.0,3578,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys,,FLUI+PROT,3,22.0,3736,0
16,Fitolab_Sor,2021,TMG 2181 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys,,FLUI+PROT,4,20.9,3734,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys,,FLUI+PROT,1,18.0,3812,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys,,FLUI+PROT,2,19.0,3810,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys,,FLUI+PROT,3,18.0,3634,0
17,Fitolab_Sor2,2021,TMG 2381 IPRO,Sorriso,-12.5407,-55.7227,MT,Fluarys,,FLUI+PROT,4,19.0,3680,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys,,FLUI+PROT,1,17.0,3696,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys,,FLUI+PROT,2,17.0,3740,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys,,FLUI+PROT,3,15.0,3897,0
18,Fitolab_NM,2021,TMG 2181 IPRO,Nova Mutum,-13.8385,-56.0808,MT,Fluarys,,FLUI+PROT,4,14.0,3793,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,Fluarys,,FLUI+PROT,1,10.5,2369,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,Fluarys,,FLUI+PROT,2,9.5,1833,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,Fluarys,,FLUI+PROT,3,10.4,1690,0
19,CTPA_1,2021,GUAIA 7487 RR,Silvânia,-16.643,-48.6041,GO,Fluarys,,FLUI+PROT,4,9.9,1858,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Fluarys,,FLUI+PROT,1,10.6,2162,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Fluarys,,FLUI+PROT,2,11.4,2405,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Fluarys,,FLUI+PROT,3,11.0,2602,0
20,CTPA_2,2021,8473RSF,São Miguel do Passa Quatro,-17.057,-48.6573,GO,Fluarys,,FLUI+PROT,4,9.8,2519,0
